Issue_ID,Student_ID,Book_ID,Issue_Date,Due_Date,Return_Date,Issue_Status,Number_of_Days_Issued,Renew_Count,Fine_Amount,Library_Visit_Frequency,Total_Library_Visits,Reading_Duration_Hours,Preferred_Book_Type,Online_Resource_Usage,Late_Return_Count,Librarian_ID,Library_Shift,Transaction_Mode,Feedback_Rating,Student_Name,Gender,Age,Department,Year_of_Study,Section,Roll_Number,Student_Type,Admission_Year,Semester,CGPA,Attendance_Percentage,Academic_Performance,Scholarship_Status,Hostel_DayScholar,Mobile_Number,Email_ID,City,State,Book_Title,Author_Name,Publisher,Book_Category,ISBN_Number,Book_Edition,Language,Book_Price,Book_Rack_No,Book_Availability,Book_Condition,Damage_Report,Publication_Year,Pages,Binding_Type,Edition_Type,Print_Type,Genre,Country_of_Publication
I3162,S1117,B2132,18-07-2025,01-08-2025,04-08-2025,Returned,20.0,3.0,10.0,8,69.0,12,Science,Yes,4,L562,Evening,Online,3,Student_117,Female,20,CSE,3.0,A,2,Lateral,2022,8,7.96,65,Poor,No,DayScholar,9688480939,student117@college.edu,Rajahmundry,AP,Book_132,Author_132,Oxford,Math,4897662039.0,2.0,Telugu,501.1,2.0,Yes,Damaged,Major,2021.0,684.0,Hardcover,First,Color,Guide,UK
I3107,S1053,B2132,27-10-2025,10-11-2025,10-11-2025,Returned,20.0,3.0,30.0,10,49.0,2,Math,Yes,2,L507,Morning,Online,4,Student_53,Male,19,ECE,4.0,B,22,Regular,2021,8,8.93,73,Poor,Yes,DayScholar,9607130400,student53@college.edu,Rajahmundry,AP,Book_132,Author_132,Oxford,Math,4897662039.0,2.0,Telugu,501.1,2.0,Yes,Damaged,Major,2021.0,684.0,Hardcover,First,Color,Guide,UK
I3020,S1075,B2132,19-02-2025,05-03-2025,07-03-2025,Returned,,0.0,,2,97.0,16,Programming,No,3,L420,Evening,Offline,5,Student_75,Female,18,CSE,2.0,C,68,Regular,2023,2,9.05,63,Good,No,Hostel,9686341752,student75@college.edu,Vijayawada,AP,Book_132,Author_132,Oxford,Math,4897662039.0,2.0,Telugu,501.1,2.0,Yes,Damaged,Major,2021.0,684.0,Hardcover,First,Color,Guide,UK
I3106,S1141,B2132,16-12-2025,30-12-2025,27-12-2025,Returned,13.0,1.0,30.0,2,36.0,6,Mechanical,No,1,L506,Evening,Offline,5,Student_141,Female,19,EEE,4.0,B,80,Regular,2024,7,8.07,97,Average,No,DayScholar,9100797527,student141@college.edu,Hyderabad,AP,Book_132,Author_132,Oxford,Math,4897662039.0,2.0,Telugu,501.1,2.0,Yes,Damaged,Major,2021.0,684.0,Hardcover,First,Color,Guide,UK
I3157,S1024,B2132,07-03-2025,21-03-2025,27-03-2025,Returned,13.0,2.0,10.0,9,46.0,14,Electronics,Yes,4,L557,Evening,Online,5,Student_24,Female,20,EEE,2.0,B,55,Regular,2024,7,6.57,73,Poor,No,DayScholar,9499311301,student24@college.edu,Vijayawada,AP,Book_132,Author_132,Oxford,Math,4897662039.0,2.0,Telugu,501.1,2.0,Yes,Damaged,Major,2021.0,684.0,Hardcover,First,Color,Guide,UK
I3183,S1117,B2123,22-12-2025,05-01-2026,08-01-2026,Returned,10.0,1.0,10.0,8,27.0,5,Mechanical,Yes,4,L583,Evening,Offline,3,Student_117,Female,20,CSE,3.0,A,2,Lateral,2022,8,7.96,65,Poor,No,DayScholar,9688480939,student117@college.edu,Rajahmundry,AP,Book_123,Author_123,Oxford,Civil,6179368807.0,1.0,Hindi,734.43,34.0,No,Damaged,Major,2018.0,333.0,Hardcover,Revised,Color,Textbook,UK
I3011,S1034,B2095,27-03-2025,10-04-2025,06-04-2025,,21.0,1.0,0.0,7,30.0,13,Electronics,Yes,1,L411,Morning,Offline,4,Student_34,Female,22,Civil,3.0,B,69,Regular,2021,7,7.45,61,Average,Yes,DayScholar,9505624349,student34@college.edu,Vizag,AP,Book_95,Author_95,Elsevier,Mechanical,9974991511.0,2.0,English,533.26,12.0,No,Damaged,Major,2022.0,226.0,Paperback,Second,Black&White,Guide,USA
I3079,S1073,B2095,16-09-2025,30-09-2025,,Not Returned,21.0,1.0,30.0,9,12.0,11,Mechanical,Yes,5,L479,Morning,Online,2,Student_73,Male,18,EEE,4.0,C,16,Regular,2024,5,6.73,62,Excellent,No,DayScholar,9750999512,student73@college.edu,Rajahmundry,AP,Book_95,Author_95,Elsevier,Mechanical,9974991511.0,2.0,English,533.26,12.0,No,Damaged,Major,2022.0,226.0,Paperback,Second,Black&White,Guide,USA
I3012,S1130,B2004,08-09-2025,22-09-2025,26-09-2025,Returned,7.0,0.0,10.0,5,95.0,16,Electronics,No,2,L412,Morning,Offline,2,Student_130,Female,22,ME,1.0,B,2,Lateral,2021,6,7.03,82,Good,Yes,DayScholar,9910539684,student130@college.edu,Vijayawada,AP,Book_4,Author_4,McGraw Hill,Electronics,7435642985.0,5.0,Hindi,233.05,50.0,Yes,Good,Major,2024.0,433.0,Paperback,Second,Black&White,Reference,USA
I3112,S1080,B2004,19-06-2025,03-07-2025,04-07-2025,Returned,9.0,1.0,0.0,7,51.0,8,Math,Yes,2,L512,Evening,Online,4,Student_80,Female,24,ME,2.0,C,66,Lateral,2021,6,9.08,73,Good,Yes,DayScholar,9117618103,student80@college.edu,Vizag,AP,Book_4,Author_4,McGraw Hill,Electronics,7435642985.0,5.0,Hindi,233.05,50.0,Yes,Good,Major,2024.0,433.0,Paperback,Second,Black&White,Reference,USA
I3169,S1124,B2004,17-04-2025,01-05-2025,02-05-2025,Returned,17.0,3.0,10.0,9,18.0,12,Civil,Yes,5,L569,Morning,Offline,5,Student_124,Female,23,ECE,1.0,C,4,Regular,2022,7,9.4,66,Average,Yes,DayScholar,9243552755,student124@college.edu,Hyderabad,AP,Book_4,Author_4,McGraw Hill,Electronics,7435642985.0,5.0,Hindi,233.05,50.0,Yes,Good,Major,2024.0,433.0,Paperback,Second,Black&White,Reference,USA
I3052,S1130,B2044,27-05-2025,10-06-2025,06-06-2025,Returned,21.0,1.0,20.0,8,96.0,2,Science,No,5,L452,Morning,Offline,2,Student_130,Female,22,ME,1.0,B,2,Lateral,2021,6,7.03,82,Good,Yes,DayScholar,9910539684,student130@college.edu,Vijayawada,AP,Book_44,Author_44,Elsevier,Science,4874631168.0,2.0,Hindi,445.03,21.0,No,Damaged,Minor,2023.0,233.0,Paperback,First,Color,Reference,UK
I3026,S1096,B2044,21-01-2025,04-02-2025,05-02-2025,Returned,16.0,3.0,0.0,8,67.0,3,Science,Yes,3,L426,Morning,Offline,4,Student_96,Female,22,ECE,3.0,A,25,Lateral,2021,5,6.19,85,Good,Yes,Hostel,9723613255,student96@college.edu,Hyderabad,AP,Book_44,Author_44,Elsevier,Science,4874631168.0,2.0,Hindi,445.03,21.0,No,Damaged,Minor,2023.0,233.0,Paperback,First,Color,Reference,UK
I3190,S1147,B2044,05-02-2025,19-02-2025,22-02-2025,Returned,29.0,0.0,10.0,4,94.0,16,Science,No,2,L590,Morning,Offline,4,Student_147,Female,19,EEE,3.0,C,34,Regular,2023,6,7.89,87,Excellent,No,Hostel,9199915903,student147@college.edu,Vizag,AP,Book_44,Author_44,Elsevier,Science,4874631168.0,2.0,Hindi,445.03,21.0,No,Damaged,Minor,2023.0,233.0,Paperback,First,Color,Reference,UK
I3013,S1056,B2036,14-01-2025,28-01-2025,24-01-2025,Returned,26.0,,0.0,4,55.0,4,Science,Yes,4,L413,Evening,Offline,1,Student_56,Female,20,ME,2.0,A,62,Regular,2024,4,8.3,74,Average,No,Hostel,9491817310,student56@college.edu,Vijayawada,AP,Book_36,Author_36,Elsevier,Electronics,8475532324.0,1.0,Hindi,200.11,11.0,Yes,Average,Major,2018.0,143.0,Hardcover,Revised,Black&White,Textbook,USA
I3034,S1071,B2036,09-10-2025,23-10-2025,22-10-2025,Returned,12.0,3.0,20.0,5,43.0,15,Math,No,1,L434,Evening,Online,5,Student_71,Male,23,ECE,3.0,A,55,Lateral,2024,6,7.98,97,Good,No,Hostel,9349709555,student71@college.edu,Hyderabad,AP,Book_36,Author_36,Elsevier,Electronics,8475532324.0,1.0,Hindi,200.11,11.0,Yes,Average,Major,2018.0,143.0,Hardcover,Revised,Black&White,Textbook,USA
I3105,S1173,B2036,14-04-2025,28-04-2025,02-05-2025,Returned,25.0,1.0,0.0,2,94.0,13,Civil,No,5,L505,Evening,Offline,3,Student_173,Female,21,Civil,3.0,B,40,Regular,2022,2,8.75,82,Excellent,Yes,DayScholar,9418371718,student173@college.edu,Rajahmundry,AP,Book_36,Author_36,Elsevier,Electronics,8475532324.0,1.0,Hindi,200.11,11.0,Yes,Average,Major,2018.0,143.0,Hardcover,Revised,Black&White,Textbook,USA
I3049,S1056,B2046,09-10-2025,23-10-2025,,Not Returned,9.0,2.0,30.0,5,23.0,10,Math,Yes,0,L449,Evening,Offline,3,Student_56,Female,20,ME,2.0,A,62,Regular,2024,4,8.3,74,Average,No,Hostel,9491817310,student56@college.edu,Vijayawada,AP,Book_46,Author_46,Springer,Civil,6292882647.0,1.0,English,282.72,23.0,Yes,Average,Major,2021.0,392.0,Paperback,Revised,Black&White,Guide,UK
I3115,S1023,B2046,02-04-2025,16-04-2025,18-04-2025,Returned,30.0,0.0,30.0,5,70.0,12,Civil,Yes,5,L515,Morning,Offline,3,Student_23,Female,22,ECE,,A,77,Lateral,2023,6,8.98,75,Poor,Yes,DayScholar,9535633151,student23@college.edu,Hyderabad,AP,Book_46,Author_46,Springer,Civil,6292882647.0,1.0,English,282.72,23.0,Yes,Average,Major,2021.0,392.0,Paperback,Revised,Black&White,Guide,UK
I3014,S1045,B2093,29-11-2025,13-12-2025,12-12-2025,Returned,26.0,0.0,30.0,6,60.0,9,Civil,No,0,L414,Morning,Online,4,Student_45,Female,20,CSE,1.0,C,7,Regular,2022,4,5.86,89,Good,No,DayScholar,9712930781,student45@college.edu,Vijayawada,AP,Book_93,Author_93,Oxford,Electronics,3294906878.0,4.0,Hindi,940.38,14.0,No,Good,,2019.0,229.0,Paperback,Revised,Color,Textbook,India
I3110,S1035,B2093,11-11-2025,25-11-2025,25-11-2025,Returned,10.0,1.0,30.0,7,75.0,7,Electronics,Yes,2,L510,Morning,Online,4,Student_35,Male,19,ECE,4.0,A,73,Regular,2021,8,6.08,95,Excellent,Yes,DayScholar,9629551684,student35@college.edu,Hyderabad,AP,Book_93,Author_93,Oxford,Electronics,3294906878.0,4.0,Hindi,940.38,14.0,No,Good,,2019.0,229.0,Paperback,Revised,Color,Textbook,India
I3126,S1100,B2093,28-06-2025,12-07-2025,17-07-2025,Returned,24.0,3.0,10.0,5,21.0,2,Programming,Yes,0,L526,Morning,Offline,2,Student_100,Female,22,Civil,2.0,A,43,Lateral,2023,8,7.23,89,Excellent,Yes,Hostel,9461800330,student100@college.edu,Rajahmundry,AP,Book_93,Author_93,Oxford,Electronics,3294906878.0,4.0,Hindi,940.38,14.0,No,Good,,2019.0,229.0,Paperback,Revised,Color,Textbook,India
I3176,S1095,B2093,16-07-2025,30-07-2025,26-07-2025,Returned,29.0,1.0,10.0,2,61.0,13,Science,Yes,2,L576,Morning,Offline,5,Student_95,Male,20,ME,2.0,A,20,Regular,2023,3,8.0,74,Average,No,Hostel,9452328846,student95@college.edu,Rajahmundry,AP,Book_93,Author_93,Oxford,Electronics,3294906878.0,4.0,Hindi,940.38,14.0,No,Good,,2019.0,229.0,Paperback,Revised,Color,Textbook,India
I3022,S1045,B2050,25-04-2025,09-05-2025,05-05-2025,Returned,25.0,0.0,20.0,10,74.0,18,Math,Yes,4,L422,Evening,Offline,4,Student_45,Female,20,CSE,1.0,C,7,Regular,2022,4,5.86,89,Good,No,DayScholar,9712930781,student45@college.edu,Vijayawada,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3018,S1096,B2050,27-08-2025,10-09-2025,08-09-2025,Returned,25.0,2.0,10.0,1,,4,Electronics,No,3,L418,Evening,Offline,4,Student_96,Female,22,ECE,3.0,A,25,Lateral,2021,5,6.19,85,Good,Yes,Hostel,9723613255,student96@college.edu,Hyderabad,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3045,S1114,B2050,14-08-2025,28-08-2025,27-08-2025,Returned,29.0,3.0,10.0,10,43.0,7,Mechanical,Yes,4,L445,Morning,Online,1,Student_114,Female,19,Civil,2.0,B,22,Lateral,2023,3,8.09,63,Poor,No,Hostel,9727375859,student114@college.edu,Rajahmundry,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3184,S1155,B2050,02-07-2025,16-07-2025,17-07-2025,Returned,26.0,1.0,30.0,9,77.0,7,Mechanical,No,0,L584,Morning,Online,1,Student_155,Female,19,ME,1.0,B,62,Lateral,2022,7,8.8,98,Poor,No,Hostel,9973937873,student155@college.edu,Vizag,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3068,S1116,B2050,27-12-2025,10-01-2026,,Not Returned,8.0,0.0,10.0,5,74.0,1,Mechanical,No,3,L468,Evening,Online,4,Student_116,Female,24,ME,2.0,B,9,Regular,2022,4,5.69,67,Average,No,DayScholar,9738563368,student116@college.edu,Vizag,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3109,S1069,B2050,14-07-2025,28-07-2025,24-07-2025,Returned,17.0,3.0,0.0,3,25.0,8,Math,Yes,4,L509,Morning,Online,4,Student_69,Male,22,Civil,3.0,C,40,Lateral,2024,5,9.84,71,Average,No,Hostel,9854910023,student69@college.edu,Rajahmundry,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3143,S1138,B2050,12-12-2025,26-12-2025,01-01-2026,Returned,19.0,1.0,30.0,5,80.0,18,Mechanical,No,4,L543,Evening,Offline,4,Student_138,Female,18,EEE,4.0,A,44,Lateral,2023,2,7.62,69,Good,Yes,DayScholar,9972312527,student138@college.edu,Vijayawada,AP,Book_50,Author_50,McGraw Hill,Science,2441876174.0,3.0,Telugu,552.28,7.0,No,Average,,2022.0,674.0,Hardcover,First,Color,Guide,USA
I3149,S1045,B2151,16-04-2025,30-04-2025,04-05-2025,Returned,30.0,0.0,0.0,6,95.0,1,Mechanical,Yes,5,L549,Morning,Online,3,Student_45,Female,20,CSE,1.0,C,7,Regular,2022,4,5.86,89,Good,No,DayScholar,9712930781,student45@college.edu,Vijayawada,AP,Book_151,Author_151,Elsevier,Civil,4748273846.0,4.0,Telugu,249.4,40.0,Yes,Damaged,Major,2018.0,149.0,Paperback,Revised,Color,Textbook,USA
I3015,S1046,B2011,03-01-2025,17-01-2025,,Not Returned,30.0,3.0,10.0,9,19.0,13,Math,No,4,L415,Evening,Online,4,Student_46,Male,21,EEE,4.0,A,12,Regular,2024,6,5.67,86,Average,No,Hostel,9921117457,student46@college.edu,Vizag,AP,Book_11,Author_11,Springer,Civil,6634271326.0,1.0,,406.99,7.0,No,Damaged,,2021.0,612.0,Hardcover,Revised,Black&White,Textbook,India
I3185,S1017,B2011,19-01-2025,02-02-2025,06-02-2025,Returned,30.0,0.0,30.0,7,96.0,1,Science,No,1,L585,Evening,Offline,1,Student_17,Male,21,Civil,4.0,B,72,Regular,2022,3,9.52,65,Poor,Yes,DayScholar,9996438953,student17@college.edu,Vizag,AP,Book_11,Author_11,Springer,Civil,6634271326.0,1.0,,406.99,7.0,No,Damaged,,2021.0,612.0,Hardcover,Revised,Black&White,Textbook,India
I3016,S1053,B2005,10-07-2025,24-07-2025,20-07-2025,Returned,23.0,1.0,,4,76.0,19,Science,Yes,2,L416,Morning,Online,4,Student_53,Male,19,ECE,4.0,B,22,Regular,2021,8,8.93,73,Poor,Yes,DayScholar,9607130400,student53@college.edu,Rajahmundry,AP,Book_5,Author_5,McGraw Hill,Math,5961857822.0,2.0,Hindi,510.39,29.0,No,Damaged,,2019.0,733.0,Hardcover,Revised,Color,Guide,USA
I3137,S1119,B2005,26-10-2025,09-11-2025,,Not Returned,9.0,2.0,30.0,4,55.0,6,Programming,Yes,2,L537,Evening,Online,3,Student_119,Female,24,EEE,3.0,A,49,Regular,2022,7,6.17,66,Excellent,Yes,Hostel,9962377155,student119@college.edu,Vijayawada,AP,Book_5,Author_5,McGraw Hill,Math,5961857822.0,2.0,Hindi,510.39,29.0,No,Damaged,,2019.0,733.0,Hardcover,Revised,Color,Guide,USA
I3103,S1053,B2143,21-07-2025,04-08-2025,05-08-2025,Returned,9.0,0.0,30.0,2,41.0,15,Electronics,Yes,4,L503,Morning,Offline,3,Student_53,Male,19,ECE,4.0,B,22,Regular,2021,8,8.93,73,Poor,Yes,DayScholar,9607130400,student53@college.edu,Rajahmundry,AP,Book_143,Author_143,Elsevier,Programming,9981492907.0,5.0,English,637.02,25.0,No,Average,,2021.0,763.0,Hardcover,Second,Color,Guide,UK
I3104,S1096,B2024,13-04-2025,27-04-2025,25-04-2025,Returned,17.0,1.0,30.0,4,29.0,9,Electronics,Yes,1,L504,Morning,Online,3,Student_96,Female,22,ECE,3.0,A,25,Lateral,2021,5,6.19,85,Good,Yes,Hostel,9723613255,student96@college.edu,Hyderabad,AP,Book_24,Author_24,McGraw Hill,Science,9895171126.0,3.0,Telugu,816.69,11.0,No,Good,Major,2023.0,185.0,Paperback,Revised,Black&White,Reference,India
I3096,S1049,B2024,13-05-2025,27-05-2025,26-05-2025,Returned,30.0,0.0,0.0,8,42.0,10,Science,No,5,L496,Morning,Offline,2,Student_49,Female,23,Civil,1.0,A,27,Lateral,2024,3,8.84,100,Average,No,Hostel,9847619247,student49@college.edu,Vizag,AP,Book_24,Author_24,McGraw Hill,Science,9895171126.0,3.0,Telugu,816.69,11.0,No,Good,Major,2023.0,185.0,Paperback,Revised,Black&White,Reference,India
I3019,S1006,B2084,22-12-2025,05-01-2026,08-01-2026,Returned,14.0,3.0,0.0,7,64.0,3,Mechanical,Yes,2,L419,Evening,Online,5,Student_6,Male,20,ECE,3.0,A,63,Regular,2021,8,8.59,84,Average,No,DayScholar,9145061192,student6@college.edu,Vizag,AP,Book_84,Author_84,Springer,Math,3134825194.0,4.0,Hindi,258.8,48.0,No,Damaged,Major,2023.0,417.0,Paperback,First,Color,Guide,India
I3021,S1057,B2057,07-10-2025,21-10-2025,21-10-2025,Returned,13.0,2.0,20.0,7,67.0,6,Programming,Yes,3,L421,Evening,Online,1,Student_57,Male,24,ME,2.0,C,69,Lateral,2022,3,5.5,79,Good,No,DayScholar,9833409523,student57@college.edu,Rajahmundry,AP,Book_57,Author_57,McGraw Hill,Mechanical,9705838512.0,2.0,Hindi,341.36,44.0,Yes,Average,Minor,2018.0,495.0,Paperback,Revised,Black&White,Textbook,USA
I3188,S1035,B2057,08-08-2025,22-08-2025,,Not Returned,15.0,3.0,0.0,2,25.0,14,Science,Yes,2,L588,Evening,Offline,3,Student_35,Male,19,ECE,4.0,A,73,Regular,2021,8,6.08,95,Excellent,Yes,DayScholar,9629551684,student35@college.edu,Hyderabad,AP,Book_57,Author_57,McGraw Hill,Mechanical,9705838512.0,2.0,Hindi,341.36,44.0,Yes,Average,Minor,2018.0,495.0,Paperback,Revised,Black&White,Textbook,USA
I3023,S1091,B2007,18-03-2025,01-04-2025,05-04-2025,Returned,19.0,0.0,10.0,7,14.0,6,Programming,No,0,L423,Morning,Offline,4,Student_91,Female,22,ME,4.0,C,47,Regular,2022,7,9.21,62,Average,Yes,Hostel,9580684052,student91@college.edu,Hyderabad,AP,Book_7,Author_7,Elsevier,Math,4660065612.0,5.0,English,,37.0,No,Damaged,,2020.0,650.0,Hardcover,Second,Color,Reference,USA
I3025,S1146,B2121,08-06-2025,22-06-2025,23-06-2025,Returned,16.0,0.0,30.0,10,76.0,17,Science,Yes,2,L425,Evening,Offline,4,Student_146,Female,24,ME,2.0,A,3,Regular,2022,2,8.19,65,Excellent,No,Hostel,9282789060,student146@college.edu,Vizag,AP,Book_121,Author_121,Elsevier,Electronics,8447620940.0,1.0,Telugu,331.82,,Yes,Damaged,Major,2021.0,187.0,Paperback,Revised,Color,Textbook,India
I3041,S1167,B2121,17-11-2025,01-12-2025,27-11-2025,Returned,17.0,3.0,0.0,6,18.0,12,Mechanical,Yes,5,L441,Evening,Offline,2,Student_167,Male,20,ME,4.0,B,3,Regular,2022,8,6.79,90,Poor,No,Hostel,9850982958,student167@college.edu,Rajahmundry,AP,Book_121,Author_121,Elsevier,Electronics,8447620940.0,1.0,Telugu,331.82,,Yes,Damaged,Major,2021.0,187.0,Paperback,Revised,Color,Textbook,India
I3027,S1000,B2107,06-02-2025,20-02-2025,23-02-2025,Returned,25.0,3.0,30.0,9,72.0,18,Programming,Yes,2,L427,Evening,Offline,2,Student_0,Female,18,ECE,2.0,C,26,Regular,2024,6,6.72,76,Average,No,DayScholar,9277705184,student0@college.edu,Hyderabad,AP,Book_107,Author_107,Springer,Math,2009527625.0,5.0,Hindi,541.16,32.0,No,Average,Major,2021.0,401.0,Paperback,Second,Color,Guide,USA
I3159,S1000,B2072,23-01-2025,06-02-2025,03-02-2025,Returned,20.0,1.0,30.0,5,89.0,4,Science,No,5,L559,Morning,Offline,3,Student_0,Female,18,ECE,2.0,C,26,Regular,2024,6,6.72,76,Average,No,DayScholar,9277705184,student0@college.edu,Hyderabad,AP,Book_72,Author_72,Pearson,Science,1077243887.0,1.0,English,663.45,9.0,No,Good,Major,2022.0,726.0,Hardcover,First,Black&White,Guide,USA
I3028,S1111,B2003,17-12-2025,31-12-2025,05-01-2026,Returned,19.0,1.0,0.0,9,84.0,4,Civil,No,4,L428,Evening,Offline,3,Student_111,Female,19,ME,4.0,C,37,Lateral,2022,6,5.06,84,Poor,No,Hostel,9167747551,student111@college.edu,Rajahmundry,AP,Book_3,Author_3,Oxford,Math,7306513296.0,4.0,English,929.15,3.0,Yes,Damaged,,2018.0,179.0,Paperback,Revised,Color,Textbook,USA
I3199,S1081,B2003,20-07-2025,03-08-2025,01-08-2025,Returned,29.0,1.0,10.0,2,54.0,6,Math,No,0,L599,Morning,Offline,3,Student_81,Female,23,ECE,1.0,B,53,Regular,2022,7,8.31,98,Good,No,DayScholar,9198485068,student81@college.edu,Rajahmundry,AP,Book_3,Author_3,Oxford,Math,7306513296.0,4.0,English,929.15,3.0,Yes,Damaged,,2018.0,179.0,Paperback,Revised,Color,Textbook,USA
I3029,S1025,B2053,29-08-2025,12-09-2025,13-09-2025,Returned,29.0,0.0,20.0,1,97.0,1,Programming,No,1,L429,Morning,Online,1,Student_25,Male,21,ME,3.0,A,7,Lateral,2022,4,7.81,93,Good,Yes,DayScholar,9460101321,student25@college.edu,Vizag,AP,Book_53,Author_53,Pearson,Programming,9394670898.0,4.0,Telugu,745.71,33.0,Yes,Average,Minor,2020.0,106.0,Paperback,First,Black&White,Reference,USA
I3051,S1016,B2053,19-08-2025,02-09-2025,01-09-2025,Returned,26.0,2.0,30.0,7,80.0,20,Science,No,3,L451,Morning,Offline,1,Student_16,Male,18,ECE,4.0,B,15,Regular,2024,2,8.05,82,Average,Yes,Hostel,9113145003,student16@college.edu,Vijayawada,AP,Book_53,Author_53,Pearson,Programming,9394670898.0,4.0,Telugu,745.71,33.0,Yes,Average,Minor,2020.0,106.0,Paperback,First,Black&White,Reference,USA
I3094,S1025,B2126,28-11-2025,12-12-2025,08-12-2025,Returned,23.0,2.0,30.0,4,73.0,2,Science,No,1,L494,Evening,Offline,4,Student_25,Male,21,ME,3.0,A,7,Lateral,2022,4,7.81,93,Good,Yes,DayScholar,9460101321,student25@college.edu,Vizag,AP,Book_126,Author_126,Springer,Science,1845058903.0,4.0,Hindi,661.09,27.0,Yes,Damaged,Minor,2023.0,536.0,Paperback,Second,Black&White,Textbook,India
I3166,S1025,B2149,05-02-2025,19-02-2025,20-02-2025,Returned,26.0,2.0,20.0,2,61.0,7,Science,Yes,3,L566,Evening,Online,4,Student_25,Male,21,ME,3.0,A,7,Lateral,2022,4,7.81,93,Good,Yes,DayScholar,9460101321,student25@college.edu,Vizag,AP,Book_149,Author_149,Oxford,Mechanical,7761986651.0,5.0,Hindi,753.45,38.0,Yes,Good,,2021.0,100.0,Paperback,First,Black&White,Reference,UK
I3071,S1104,B2149,10-02-2025,24-02-2025,,Not Returned,28.0,3.0,20.0,5,95.0,17,Math,No,2,L471,Morning,Online,4,Student_104,Male,20,Civil,4.0,B,12,Lateral,2022,4,6.71,67,Poor,Yes,DayScholar,9338078545,student104@college.edu,Vijayawada,AP,Book_149,Author_149,Oxford,Mechanical,7761986651.0,5.0,Hindi,753.45,38.0,Yes,Good,,2021.0,100.0,Paperback,First,Black&White,Reference,UK
I3191,S1140,B2029,11-06-2025,25-06-2025,25-06-2025,Returned,7.0,2.0,20.0,8,50.0,5,Science,No,0,L591,Evening,Online,4,Student_140,Female,21,ME,4.0,A,68,Lateral,2024,5,8.59,96,Poor,Yes,Hostel,9930616908,student140@college.edu,Rajahmundry,AP,Book_29,Author_29,Elsevier,Mechanical,8596019555.0,4.0,English,779.68,34.0,No,Good,Minor,2022.0,546.0,Paperback,Second,Black&White,Guide,UK
I3054,S1079,B2029,12-05-2025,26-05-2025,31-05-2025,Returned,27.0,1.0,10.0,7,40.0,10,Civil,Yes,4,L454,Evening,Offline,2,Student_79,Female,21,Civil,1.0,B,39,Lateral,2023,7,8.26,61,Average,Yes,DayScholar,9858690691,student79@college.edu,Rajahmundry,AP,Book_29,Author_29,Elsevier,Mechanical,8596019555.0,4.0,English,779.68,34.0,No,Good,Minor,2022.0,546.0,Paperback,Second,Black&White,Guide,UK
I3044,S1170,B2029,19-11-2025,03-12-2025,30-11-2025,Returned,11.0,2.0,20.0,1,97.0,2,Math,Yes,4,L444,Evening,Online,5,Student_170,Female,21,EEE,3.0,A,62,Regular,2024,5,5.36,66,Average,No,Hostel,9634617674,student170@college.edu,Hyderabad,AP,Book_29,Author_29,Elsevier,Mechanical,8596019555.0,4.0,English,779.68,34.0,No,Good,Minor,2022.0,546.0,Paperback,Second,Black&White,Guide,UK
I3084,S1086,B2029,29-10-2025,12-11-2025,09-11-2025,Returned,27.0,1.0,20.0,7,28.0,11,Math,No,2,L484,Morning,Online,1,Student_86,Male,22,CSE,1.0,C,52,Lateral,2021,4,6.59,84,Average,No,Hostel,9841677179,student86@college.edu,Vijayawada,AP,Book_29,Author_29,Elsevier,Mechanical,8596019555.0,4.0,English,779.68,34.0,No,Good,Minor,2022.0,546.0,Paperback,Second,Black&White,Guide,UK
I3031,S1126,B2094,28-05-2025,11-06-2025,10-06-2025,Returned,30.0,0.0,30.0,6,30.0,12,Science,Yes,0,L431,Evening,Offline,4,Student_126,Male,20,ECE,4.0,B,69,Regular,2022,5,5.41,91,Average,No,DayScholar,9150753020,student126@college.edu,Rajahmundry,AP,Book_94,Author_94,Pearson,Science,7377021872.0,2.0,English,866.68,39.0,No,Damaged,Major,2020.0,553.0,Paperback,Revised,Color,Guide,India
I3085,S1167,B2094,07-09-2025,21-09-2025,17-09-2025,Returned,21.0,2.0,10.0,8,63.0,12,Civil,No,3,L485,Evening,Offline,2,Student_167,Male,20,ME,4.0,B,3,Regular,2022,8,6.79,90,Poor,No,Hostel,9850982958,student167@college.edu,Rajahmundry,AP,Book_94,Author_94,Pearson,Science,7377021872.0,2.0,English,866.68,39.0,No,Damaged,Major,2020.0,553.0,Paperback,Revised,Color,Guide,India
