Issue_ID,Student_ID,Book_ID,Issue_Date,Due_Date,Return_Date,Number_of_Days_Issued,Renew_Count,Fine_Amount,Library_Visit_Frequency,Total_Library_Visits,Reading_Duration_Hours,Preferred_Book_Type,Online_Resource_Usage,Late_Return_Count,Librarian_ID,Feedback_Rating,Student_Name,Age,Year_of_Study,Section,Roll_Number,Admission_Year,Semester,CGPA,Attendance_Percentage,Academic_Performance,Scholarship_Status,Hostel_DayScholar,Mobile_Number,Email_ID,City,State,Book_Title,Author_Name,Publisher,ISBN_Number,Book_Edition,Language,Book_Price,Book_Rack_No,Book_Availability,Damage_Report,Publication_Year,Pages,Country_of_Publication,Days_Late,Fine_Per_Day,Library_Engagement_Score,Gender_Male,Department_Civil,Department_ECE,Department_EEE,Department_ME,Student_Type_Regular,Issue_Status_Returned,Book_Category_Electronics,Book_Category_Math,Book_Category_Mechanical,Book_Category_Programming,Book_Category_Science,Book_Condition_Damaged,Book_Condition_Good,Binding_Type_Paperback,Edition_Type_Revised,Edition_Type_Second,Print_Type_Color,Genre_Reference,Genre_Textbook,Library_Shift_Morning,Transaction_Mode_Online
I3067,S1151,B2042,2025-05-21,2025-06-04,2025-06-10,0.30434782608695654,0.3333333333333333,0.6666666666666666,6,0.7752808988764044,0.5263157894736843,Mechanical,Yes,2,L467,5,Student_151,0.6666666666666665,4.0,B,52,2022,5,0.3326530612244898,0.7250000000000001,Good,No,DayScholar,9286230441,student151@college.edu,Hyderabad,AP,Book_42,Author_42,Oxford,8457930958.0,1.0,English,0.6852627858837784,16.0,No,Major,2019.0,420.0,India,6.0,0.33569739952718675,0.7378640776699028,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False
I3008,S1174,B2002,2025-12-17,2025-12-31,2026-01-02,0.5652173913043478,0.0,0.6666666666666666,8,0.39325842696629215,0.9473684210526316,Science,No,5,L408,1,Student_174,0.833333333333333,4.0,A,14,2022,6,0.30204081632653046,0.6000000000000001,Poor,Yes,Hostel,9562907655,student174@college.edu,Hyderabad,AP,Book_2,Author_2,Springer,3543654857.0,4.0,English,0.7337304993184227,15.0,No,Major,2023.0,790.0,India,2.0,0.23548922056384738,0.48543689320388345,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
I3090,S1174,B2110,2025-06-29,2025-07-13,2025-07-09,0.4347826086956521,0.6666666666666666,0.0,10,0.2696629213483146,0.631578947368421,Science,Yes,0,L490,2,Student_174,0.833333333333333,4.0,A,14,2022,6,0.30204081632653046,0.6000000000000001,Poor,Yes,Hostel,9562907655,student174@college.edu,Hyderabad,AP,Book_110,Author_110,Springer,5589998239.0,2.0,Hindi,0.9773817337304993,31.0,Yes,Minor,2023.0,455.0,India,0.0,0.0,0.3203883495145631,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
I3160,S1076,B2110,2025-05-17,2025-05-31,2025-06-01,0.5652173913043478,0.6666666666666666,0.3333333333333333,2,0.797752808988764,0.05263157894736842,Civil,No,1,L560,3,Student_76,0.833333333333333,2.0,A,48,2021,7,0.6591836734693874,0.0,Average,No,Hostel,9680403464,student76@college.edu,Vijayawada,AP,Book_110,Author_110,Springer,5589998239.0,2.0,Hindi,0.9773817337304993,31.0,Yes,Minor,2023.0,455.0,India,1.0,0.11774461028192369,0.6699029126213591,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True
I3009,S1033,B2147,2025-12-07,2025-12-21,,0.5217391304347826,0.3333333333333333,0.0,7,0.11235955056179775,0.3684210526315789,Mechanical,Yes,3,L409,2,Student_33,0.5,1.0,C,46,2022,2,0.9142857142857139,0.42500000000000004,Average,No,Hostel,9926579024,student33@college.edu,Vizag,AP,Book_147,Author_147,Oxford,8866589565.0,5.0,Telugu,0.07638713586105922,42.0,No,Major,2019.0,346.0,India,0.0,0.0,0.13592233009708737,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
I3141,S1161,B2147,2025-07-05,2025-07-19,2025-07-24,0.04347826086956519,0.0,0.6666666666666666,3,0.46067415730337075,0.7894736842105263,Science,Yes,1,L541,4,Student_161,0.0,1.0,A,48,2021,2,0.024489795918367196,0.5249999999999999,Poor,No,Hostel,9993912758,student161@college.edu,Rajahmundry,AP,Book_147,Author_147,Oxford,8866589565.0,5.0,Telugu,0.07638713586105922,42.0,No,Major,2019.0,346.0,India,5.0,0.5843621399176955,0.5145631067961165,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
I3099,S1033,B2082,2025-10-04,2025-10-18,,0.0,0.3333333333333333,0.0,10,0.25842696629213485,0.42105263157894735,Mechanical,No,1,L499,2,Student_33,0.5,1.0,C,46,2022,2,0.9142857142857139,0.42500000000000004,Average,No,Hostel,9926579024,student33@college.edu,Vizag,AP,Book_82,Author_82,Oxford,8075260654.0,2.0,Hindi,0.2489019033674963,37.0,No,Major,2024.0,491.0,UK,0.0,0.0,0.27184466019417475,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True
I3010,S1117,B2090,2025-09-05,2025-09-19,,0.6956521739130435,0.0,0.3333333333333333,1,0.33707865168539325,0.736842105263158,Mechanical,No,0,L410,4,Student_117,0.33333333333333304,3.0,A,2,2022,8,0.5918367346938773,0.125,Poor,No,DayScholar,9688480939,student117@college.edu,Rajahmundry,AP,Book_90,Author_90,McGraw Hill,3405630947.0,1.0,English,0.8629020043418993,42.0,Yes,Minor,2023.0,713.0,USA,0.0,0.10245310245310243,0.39805825242718446,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
I3097,S1165,B2090,2025-05-27,2025-06-10,2025-06-09,0.608695652173913,0.0,1.0,4,0.9662921348314606,1.0,Civil,No,4,L497,1,Student_165,0.16666666666666652,3.0,A,69,2023,6,0.820408163265306,0.6499999999999999,Poor,No,Hostel,9358979394,student165@college.edu,Vijayawada,AP,Book_90,Author_90,McGraw Hill,3405630947.0,1.0,English,0.8629020043418993,42.0,Yes,Minor,2023.0,713.0,USA,0.0,0.3364928909952606,0.9902912621359223,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
I3117,S1117,B2096,2025-04-27,2025-05-11,,0.26086956521739124,0.6666666666666666,0.3333333333333333,8,0.06741573033707865,0.2631578947368421,Mechanical,No,5,L517,1,Student_117,0.33333333333333304,3.0,A,2,2022,8,0.5918367346938773,0.125,Poor,No,DayScholar,9688480939,student117@college.edu,Rajahmundry,AP,Book_96,Author_96,Oxford,4145799403.0,4.0,Hindi,0.6453274095016913,12.0,Yes,Major,2022.0,776.0,USA,0.0,0.18066157760814247,0.07766990291262135,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
I3170,S1113,B2096,2025-06-05,2025-06-19,,0.3913043478260869,0.6666666666666666,0.0,3,0.9775280898876404,0.2631578947368421,Programming,No,3,L570,4,Student_113,0.0,1.0,A,74,2023,4,0.47959183673469385,0.6750000000000003,Excellent,Yes,Hostel,9183548757,student113@college.edu,Rajahmundry,AP,Book_96,Author_96,Oxford,4145799403.0,4.0,Hindi,0.6453274095016913,12.0,Yes,Major,2022.0,776.0,USA,0.0,0.0,0.8640776699029125,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
I3162,S1117,B2132,2025-07-18,2025-08-01,2025-08-04,0.5652173913043478,1.0,0.3333333333333333,8,0.6629213483146068,0.5789473684210527,Science,Yes,4,L562,3,Student_117,0.33333333333333304,3.0,A,2,2022,8,0.5918367346938773,0.125,Poor,No,DayScholar,9688480939,student117@college.edu,Rajahmundry,AP,Book_132,Author_132,Oxford,4897662039.0,2.0,Telugu,0.3799035694451457,2.0,Yes,Major,2021.0,684.0,UK,3.0,0.11774461028192369,0.6504854368932038,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
I3107,S1053,B2132,2025-10-27,2025-11-10,2025-11-10,0.5652173913043478,1.0,1.0,10,0.43820224719101125,0.05263157894736842,Math,Yes,2,L507,4,Student_53,0.16666666666666652,4.0,B,22,2021,8,0.7897959183673466,0.3250000000000002,Poor,Yes,DayScholar,9607130400,student53@college.edu,Rajahmundry,AP,Book_132,Author_132,Oxford,4897662039.0,2.0,Telugu,0.3799035694451457,2.0,Yes,Major,2021.0,684.0,UK,0.0,0.3532338308457711,0.35922330097087374,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True
I3020,S1075,B2132,2025-02-19,2025-03-05,2025-03-07,0.5217391304347826,0.0,0.6666666666666666,2,0.9775280898876404,0.7894736842105263,Programming,No,3,L420,5,Student_75,0.0,2.0,C,68,2023,2,0.8142857142857143,0.07500000000000018,Good,No,Hostel,9686341752,student75@college.edu,Vijayawada,AP,Book_132,Author_132,Oxford,4897662039.0,2.0,Telugu,0.3799035694451457,2.0,Yes,Major,2021.0,684.0,UK,2.0,0.24781849912739962,0.9611650485436893,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
I3106,S1141,B2132,2025-12-16,2025-12-30,2025-12-27,0.26086956521739124,0.3333333333333333,1.0,2,0.29213483146067415,0.2631578947368421,Mechanical,No,1,L506,5,Student_141,0.16666666666666652,4.0,B,80,2024,7,0.6142857142857141,0.9250000000000003,Average,No,DayScholar,9100797527,student141@college.edu,Hyderabad,AP,Book_132,Author_132,Oxford,4897662039.0,2.0,Telugu,0.3799035694451457,2.0,Yes,Major,2021.0,684.0,UK,0.0,0.5419847328244275,0.27184466019417475,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
I3157,S1024,B2132,2025-03-07,2025-03-21,2025-03-27,0.26086956521739124,0.6666666666666666,0.3333333333333333,9,0.40449438202247184,0.6842105263157894,Electronics,Yes,4,L557,5,Student_24,0.33333333333333304,2.0,B,55,2024,7,0.30816326530612237,0.3250000000000002,Poor,No,DayScholar,9499311301,student24@college.edu,Vijayawada,AP,Book_132,Author_132,Oxford,4897662039.0,2.0,Telugu,0.3799035694451457,2.0,Yes,Major,2021.0,684.0,UK,6.0,0.18066157760814247,0.4466019417475728,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
I3183,S1117,B2123,2025-12-22,2026-01-05,2026-01-08,0.13043478260869562,0.3333333333333333,0.3333333333333333,8,0.19101123595505615,0.21052631578947367,Mechanical,Yes,4,L583,3,Student_117,0.33333333333333304,3.0,A,2,2022,8,0.5918367346938773,0.125,Poor,No,DayScholar,9688480939,student117@college.edu,Rajahmundry,AP,Book_123,Author_123,Oxford,6179368807.0,1.0,Hindi,0.6744080375624778,34.0,No,Major,2018.0,333.0,UK,3.0,0.2343234323432343,0.17475728155339804,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
I3011,S1034,B2095,2025-03-27,2025-04-10,2025-04-06,0.608695652173913,0.3333333333333333,0.0,7,0.2247191011235955,0.631578947368421,Electronics,Yes,1,L411,4,Student_34,0.6666666666666665,3.0,B,69,2021,7,0.4877551020408162,0.025000000000000133,Average,Yes,DayScholar,9505624349,student34@college.edu,Vizag,AP,Book_95,Author_95,Elsevier,9974991511.0,2.0,English,0.4204952794466602,12.0,No,Major,2022.0,226.0,USA,0.0,0.0,0.2815533980582524,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
I3079,S1073,B2095,2025-09-16,2025-09-30,,0.608695652173913,0.3333333333333333,1.0,9,0.02247191011235955,0.5263157894736843,Mechanical,Yes,5,L479,2,Student_73,0.0,4.0,C,16,2024,5,0.34081632653061233,0.050000000000000044,Excellent,No,DayScholar,9750999512,student73@college.edu,Rajahmundry,AP,Book_95,Author_95,Elsevier,9974991511.0,2.0,English,0.4204952794466602,12.0,No,Major,2022.0,226.0,USA,0.0,0.3364928909952606,0.08737864077669902,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True
I3012,S1130,B2004,2025-09-08,2025-09-22,2025-09-26,0.0,0.0,0.3333333333333333,5,0.9550561797752808,0.7894736842105263,Electronics,No,2,L412,2,Student_130,0.6666666666666665,1.0,B,2,2021,6,0.40204081632653055,0.5500000000000003,Good,Yes,DayScholar,9910539684,student130@college.edu,Vijayawada,AP,Book_4,Author_4,McGraw Hill,7435642985.0,5.0,Hindi,0.04157621043065585,50.0,Yes,Major,2024.0,433.0,USA,4.0,0.3333333333333333,0.941747572815534,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False
I3112,S1080,B2004,2025-06-19,2025-07-03,2025-07-04,0.08695652173913038,0.3333333333333333,0.0,7,0.46067415730337075,0.3684210526315789,Math,Yes,2,L512,4,Student_80,1.0,2.0,C,66,2021,6,0.820408163265306,0.3250000000000002,Good,Yes,DayScholar,9117618103,student80@college.edu,Vizag,AP,Book_4,Author_4,McGraw Hill,7435642985.0,5.0,Hindi,0.04157621043065585,50.0,Yes,Major,2024.0,433.0,USA,1.0,0.0,0.4368932038834951,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True
I3169,S1124,B2004,2025-04-17,2025-05-01,2025-05-02,0.4347826086956521,1.0,0.3333333333333333,9,0.0898876404494382,0.5789473684210527,Civil,Yes,5,L569,5,Student_124,0.833333333333333,1.0,C,4,2022,7,0.8857142857142857,0.15000000000000013,Average,Yes,DayScholar,9243552755,student124@college.edu,Hyderabad,AP,Book_4,Author_4,McGraw Hill,7435642985.0,5.0,Hindi,0.04157621043065585,50.0,Yes,Major,2024.0,433.0,USA,1.0,0.138401559454191,0.1553398058252427,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False
I3052,S1130,B2044,2025-05-27,2025-06-10,2025-06-06,0.608695652173913,0.3333333333333333,0.6666666666666666,8,0.9662921348314606,0.05263157894736842,Science,No,5,L452,2,Student_130,0.6666666666666665,1.0,B,2,2021,6,0.40204081632653055,0.5500000000000003,Good,Yes,DayScholar,9910539684,student130@college.edu,Vijayawada,AP,Book_44,Author_44,Elsevier,4874631168.0,2.0,Hindi,0.30913313475034077,21.0,No,Minor,2023.0,233.0,UK,0.0,0.22432859399684038,0.8155339805825241,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
I3026,S1096,B2044,2025-01-21,2025-02-04,2025-02-05,0.3913043478260869,1.0,0.0,8,0.6404494382022472,0.10526315789473684,Science,Yes,3,L426,4,Student_96,0.6666666666666665,3.0,A,25,2021,5,0.23061224489795928,0.625,Good,Yes,Hostel,9723613255,student96@college.edu,Hyderabad,AP,Book_44,Author_44,Elsevier,4874631168.0,2.0,Hindi,0.30913313475034077,21.0,No,Minor,2023.0,233.0,UK,1.0,0.0,0.5436893203883495,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
I3190,S1147,B2044,2025-02-05,2025-02-19,2025-02-22,0.9565217391304348,0.0,0.3333333333333333,4,0.943820224719101,0.7894736842105263,Science,No,2,L590,4,Student_147,0.16666666666666652,3.0,C,34,2023,6,0.5775510204081631,0.6750000000000003,Excellent,No,Hostel,9199915903,student147@college.edu,Vizag,AP,Book_44,Author_44,Elsevier,4874631168.0,2.0,Hindi,0.30913313475034077,21.0,No,Minor,2023.0,233.0,UK,3.0,0.0813287514318442,0.9320388349514563,False,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False
I3013,S1056,B2036,2025-01-14,2025-01-28,2025-01-24,0.826086956521739,0.3333333333333333,0.0,4,0.5056179775280898,0.15789473684210525,Science,Yes,4,L413,1,Student_56,0.33333333333333304,2.0,A,62,2024,4,0.6612244897959183,0.3500000000000001,Average,No,Hostel,9491817310,student56@college.edu,Vijayawada,AP,Book_36,Author_36,Elsevier,8475532324.0,1.0,Hindi,0.0,11.0,Yes,Major,2018.0,143.0,USA,0.0,0.0,0.4368932038834951,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
I3034,S1071,B2036,2025-10-09,2025-10-23,2025-10-22,0.21739130434782605,1.0,0.6666666666666666,5,0.37078651685393255,0.736842105263158,Math,No,1,L434,5,Student_71,0.833333333333333,3.0,A,55,2024,6,0.5959183673469388,0.9250000000000003,Good,No,Hostel,9349709555,student71@college.edu,Hyderabad,AP,Book_36,Author_36,Elsevier,8475532324.0,1.0,Hindi,0.0,11.0,Yes,Major,2018.0,143.0,USA,0.0,0.3911845730027548,0.42718446601941745,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
I3105,S1173,B2036,2025-04-14,2025-04-28,2025-05-02,0.7826086956521738,0.3333333333333333,0.0,2,0.943820224719101,0.631578947368421,Civil,No,5,L505,3,Student_173,0.5,3.0,B,40,2022,2,0.7530612244897958,0.5500000000000003,Excellent,Yes,DayScholar,9418371718,student173@college.edu,Rajahmundry,AP,Book_36,Author_36,Elsevier,8475532324.0,1.0,Hindi,0.0,11.0,Yes,Major,2018.0,143.0,USA,4.0,0.0,0.9029126213592233,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
I3049,S1056,B2046,2025-10-09,2025-10-23,,0.08695652173913038,0.6666666666666666,1.0,5,0.14606741573033705,0.47368421052631576,Math,Yes,0,L449,3,Student_56,0.33333333333333304,2.0,A,62,2024,4,0.6612244897959183,0.3500000000000001,Average,No,Hostel,9491817310,student56@college.edu,Vijayawada,AP,Book_46,Author_46,Springer,6292882647.0,1.0,English,0.10426869288635332,23.0,Yes,Major,2021.0,392.0,UK,0.0,0.7802197802197802,0.1844660194174757,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
I3115,S1023,B2046,2025-04-02,2025-04-16,2025-04-18,1.0,0.0,1.0,5,0.6741573033707864,0.5789473684210527,Civil,Yes,5,L515,3,Student_23,0.6666666666666665,2.0,A,77,2023,6,0.7999999999999998,0.375,Poor,Yes,DayScholar,9535633151,student23@college.edu,Hyderabad,AP,Book_46,Author_46,Springer,6292882647.0,1.0,English,0.10426869288635332,23.0,Yes,Major,2021.0,392.0,UK,2.0,0.2358803986710963,0.6601941747572815,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
I3014,S1045,B2093,2025-11-29,2025-12-13,2025-12-12,0.826086956521739,0.0,1.0,6,0.5617977528089888,0.42105263157894735,Civil,No,0,L414,4,Student_45,0.33333333333333304,1.0,C,7,2022,4,0.16326530612244894,0.7250000000000001,Good,No,DayScholar,9712930781,student45@college.edu,Vijayawada,AP,Book_93,Author_93,Oxford,3294906878.0,4.0,Hindi,0.9343540162568789,14.0,No,Major,2019.0,229.0,India,0.0,0.27203065134099613,0.5339805825242718,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True
I3110,S1035,B2093,2025-11-11,2025-11-25,2025-11-25,0.13043478260869562,0.3333333333333333,1.0,7,0.7303370786516854,0.3157894736842105,Electronics,Yes,2,L510,4,Student_35,0.16666666666666652,4.0,A,73,2021,8,0.2081632653061225,0.875,Excellent,Yes,DayScholar,9629551684,student35@college.edu,Hyderabad,AP,Book_93,Author_93,Oxford,3294906878.0,4.0,Hindi,0.9343540162568789,14.0,No,Major,2019.0,229.0,India,0.0,0.7029702970297029,0.6601941747572815,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True
I3126,S1100,B2093,2025-06-28,2025-07-12,2025-07-17,0.7391304347826086,1.0,0.3333333333333333,5,0.12359550561797752,0.05263157894736842,Programming,Yes,0,L526,2,Student_100,0.6666666666666665,2.0,A,43,2023,8,0.44285714285714284,0.7250000000000001,Excellent,Yes,Hostel,9461800330,student100@college.edu,Rajahmundry,AP,Book_93,Author_93,Oxford,3294906878.0,4.0,Hindi,0.9343540162568789,14.0,No,Major,2019.0,229.0,India,5.0,0.09820193637621022,0.08737864077669902,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False
I3176,S1095,B2093,2025-07-16,2025-07-30,2025-07-26,0.9565217391304348,0.3333333333333333,0.3333333333333333,2,0.5730337078651686,0.631578947368421,Science,Yes,2,L576,5,Student_95,0.33333333333333304,2.0,A,20,2023,3,0.5999999999999999,0.3500000000000001,Average,No,Hostel,9452328846,student95@college.edu,Rajahmundry,AP,Book_93,Author_93,Oxford,3294906878.0,4.0,Hindi,0.9343540162568789,14.0,No,Major,2019.0,229.0,India,0.0,0.0813287514318442,0.5825242718446602,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False
I3022,S1045,B2050,2025-04-25,2025-05-09,2025-05-05,0.7826086956521738,0.0,0.6666666666666666,10,0.7191011235955056,0.894736842105263,Math,Yes,4,L422,4,Student_45,0.33333333333333304,1.0,C,7,2022,4,0.16326530612244894,0.7250000000000001,Good,No,DayScholar,9712930781,student45@college.edu,Vijayawada,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,0.0,0.1885790172642762,0.7572815533980581,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
I3018,S1096,B2050,2025-08-27,2025-09-10,2025-09-08,0.7826086956521738,0.6666666666666666,0.3333333333333333,1,0.46067415730337075,0.15789473684210525,Electronics,No,3,L418,4,Student_96,0.6666666666666665,3.0,A,25,2021,5,0.23061224489795928,0.625,Good,Yes,Hostel,9723613255,student96@college.edu,Hyderabad,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,0.0,0.0942895086321381,0.39805825242718446,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
I3045,S1114,B2050,2025-08-14,2025-08-28,2025-08-27,0.9565217391304348,1.0,0.3333333333333333,10,0.37078651685393255,0.3157894736842105,Mechanical,Yes,4,L445,1,Student_114,0.16666666666666652,2.0,B,22,2023,3,0.6183673469387754,0.07500000000000018,Poor,No,Hostel,9727375859,student114@college.edu,Rajahmundry,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,0.0,0.0813287514318442,0.3495145631067961,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
I3184,S1155,B2050,2025-07-02,2025-07-16,2025-07-17,0.826086956521739,0.3333333333333333,1.0,9,0.752808988764045,0.3157894736842105,Mechanical,No,0,L584,1,Student_155,0.16666666666666652,1.0,B,62,2022,7,0.763265306122449,0.9500000000000002,Poor,No,Hostel,9973937873,student155@college.edu,Vizag,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,1.0,0.27203065134099613,0.6796116504854368,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
I3068,S1116,B2050,2025-12-27,2026-01-10,,0.04347826086956519,0.0,0.3333333333333333,5,0.7191011235955056,0.0,Mechanical,No,3,L468,4,Student_116,1.0,2.0,B,9,2022,4,0.12857142857142856,0.17500000000000004,Average,No,DayScholar,9738563368,student116@college.edu,Vizag,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,0.0,0.29218106995884774,0.5922330097087378,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
I3109,S1069,B2050,2025-07-14,2025-07-28,2025-07-24,0.4347826086956521,1.0,0.0,3,0.16853932584269665,0.3684210526315789,Math,Yes,4,L509,4,Student_69,0.6666666666666665,3.0,C,40,2024,5,0.9755102040816326,0.27500000000000013,Average,No,Hostel,9854910023,student69@college.edu,Rajahmundry,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,0.0,0.0,0.1844660194174757,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
I3143,S1138,B2050,2025-12-12,2025-12-26,2026-01-01,0.5217391304347826,0.3333333333333333,1.0,5,0.7865168539325842,0.894736842105263,Mechanical,No,4,L543,4,Student_138,0.0,4.0,A,44,2023,2,0.5224489795918366,0.2250000000000001,Good,Yes,DayScholar,9972312527,student138@college.edu,Vijayawada,AP,Book_50,Author_50,McGraw Hill,2441876174.0,3.0,Telugu,0.4445019437572575,7.0,No,Major,2022.0,674.0,USA,6.0,0.3717277486910994,0.8155339805825241,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
I3149,S1045,B2151,2025-04-16,2025-04-30,2025-05-04,1.0,0.0,0.0,6,0.9550561797752808,0.0,Mechanical,Yes,5,L549,3,Student_45,0.33333333333333304,1.0,C,7,2022,4,0.16326530612244894,0.7250000000000001,Good,No,DayScholar,9712930781,student45@college.edu,Vijayawada,AP,Book_151,Author_151,Elsevier,4748273846.0,4.0,Telugu,0.062212854041500454,40.0,Yes,Major,2018.0,149.0,USA,4.0,0.0,0.7961165048543688,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True
I3015,S1046,B2011,2025-01-03,2025-01-17,,1.0,1.0,0.3333333333333333,9,0.10112359550561797,0.631578947368421,Math,No,4,L415,4,Student_46,0.5,4.0,A,12,2024,6,0.12448979591836729,0.6499999999999999,Average,No,Hostel,9921117457,student46@college.edu,Vizag,AP,Book_11,Author_11,Springer,6634271326.0,1.0,Hindi,0.2611198061291462,7.0,No,Major,2021.0,612.0,India,0.0,0.07862679955703211,0.17475728155339804,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
I3185,S1017,B2011,2025-01-19,2025-02-02,2025-02-06,1.0,0.0,1.0,7,0.9662921348314606,0.0,Science,No,1,L585,1,Student_17,0.5,4.0,B,72,2022,3,0.9102040816326529,0.125,Poor,Yes,DayScholar,9996438953,student17@college.edu,Vizag,AP,Book_11,Author_11,Springer,6634271326.0,1.0,Hindi,0.2611198061291462,7.0,No,Major,2021.0,612.0,India,4.0,0.2358803986710963,0.8058252427184465,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
I3016,S1053,B2005,2025-07-10,2025-07-24,2025-07-20,0.6956521739130435,0.3333333333333333,0.6666666666666666,4,0.7415730337078652,0.9473684210526316,Science,Yes,2,L416,4,Student_53,0.16666666666666652,4.0,B,22,2021,8,0.7897959183673466,0.3250000000000002,Poor,Yes,DayScholar,9607130400,student53@college.edu,Rajahmundry,AP,Book_5,Author_5,McGraw Hill,5961857822.0,2.0,Hindi,0.39162922199222494,29.0,No,Major,2019.0,733.0,USA,0.0,0.20490620490620487,0.7864077669902911,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True
I3137,S1119,B2005,2025-10-26,2025-11-09,,0.08695652173913038,0.6666666666666666,1.0,4,0.5056179775280898,0.2631578947368421,Programming,Yes,2,L537,3,Student_119,1.0,3.0,A,49,2022,7,0.226530612244898,0.15000000000000013,Excellent,Yes,Hostel,9962377155,student119@college.edu,Vijayawada,AP,Book_5,Author_5,McGraw Hill,5961857822.0,2.0,Hindi,0.39162922199222494,29.0,No,Major,2019.0,733.0,USA,0.0,0.7802197802197802,0.45631067961165045,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
